     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER
      621   3832  20428   9   7   3   3        7    4   33    1  'EM'   1441     7    -4    32     6
      622   3835  20440   9   7   3   6        7    4   39    1  'EM'   1532     7    -4    32     7
      623   3836  20444   9   7   3   7        7    4   41    1  'FH'   1553     7    -4    32    11
      624   3837  20448   9   7   3   8        7    4   43    1  'FH'   1572     7    -4    32    12
      625   3838  20452   9   7   3   9        7    4   45    1  'FH'   1589     7    -4    32    13
      626   3839  20456   9   7   3  10        7    4   47    1  'CH'   1604     7    -4    32    15
      627   4105  21888  10   5   2   0        8   16    1    1  'EM'   2084     8    -4    33     1
      628   4106  21892  10   5   2   1        8   16    3    1  'EM'   2108     8    -4    33     2
      629   4109  21904  10   5   2   4        8   16    9    1  'EM'   2179     8    -4    33     3
      630   4110  21908  10   5   2   5        8   16   11    1  'EM'   2201     8    -4    33     4
      631   4107  21896  10   5   2   2        8   16    5    1  'EM'   2132     8    -4    33     5
      632   4108  21900  10   5   2   3        8   16    7    1  'EM'   2156     8    -4    33     6
      633   4111  21912  10   5   2   6        8   16   13    1  'EM'   2223     8    -4    33     7
      634   4112  21916  10   5   2   7        8   16   15    1  'FH'   2247     8    -4    33    11
      635   4113  21920  10   5   2   8        8   16   17    1  'FH'   2265     8    -4    33    12
      636   4114  21924  10   5   2   9        8   16   19    1  'FH'   2281     8    -4    33    13
      637   4115  21928  10   5   2  10        8   16   21    1  'CH'   2294     8    -4    33    15
      638   4117  21952  10   5   3   0        8   16   27    1  'EM'   2077     8    -4    34     1
      639   4118  21956  10   5   3   1        8   16   29    1  'EM'   2101     8    -4    34     2
      640   4121  21968  10   5   3   4        8   16   35    1  'EM'   2194     8    -4    34     3
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

      641   4122  21972  10   5   3   5        8   16   37    1  'EM'   2172     8    -4    34     4
      642   4119  21960  10   5   3   2        8   16   31    1  'EM'   2149     8    -4    34     5
      643   4120  21964  10   5   3   3        8   16   33    1  'EM'   2125     8    -4    34     6
      644   4123  21976  10   5   3   6        8   16   39    1  'EM'   2216     8    -4    34     7
      645   4124  21980  10   5   3   7        8   16   41    1  'FH'   2234     8    -4    34    11
      646   4125  21984  10   5   3   8        8   16   43    1  'FH'   2254     8    -4    34    12
      647   4126  21988  10   5   3   9        8   16   45    1  'FH'   2272     8    -4    34    13
      648   4127  21992  10   5   3  10        8   16   47    1  'CH'   2287     8    -4    34    15
      649   4393  23424  11   3   2   0        8    4    1    1  'EM'   1856     9    -4    35     1
      650   4394  23428  11   3   2   1        8    4    3    1  'EM'   1880     9    -4    35     2
      651   4397  23440  11   3   2   4        8    4    9    1  'EM'   1951     9    -4    35     3
      652   4398  23444  11   3   2   5        8    4   11    1  'EM'   1973     9    -4    35     4
      653   4395  23432  11   3   2   2        8    4    5    1  'EM'   1904     9    -4    35     5
      654   4396  23436  11   3   2   3        8    4    7    1  'EM'   1928     9    -4    35     6
      655   4399  23448  11   3   2   6        8    4   13    1  'EM'   1995     9    -4    35     7
      656   4400  23452  11   3   2   7        8    4   15    1  'FH'   2016     9    -4    35    11
      657   4401  23456  11   3   2   8        8    4   17    1  'FH'   2035     9    -4    35    12
      658   4402  23460  11   3   2   9        8    4   19    1  'FH'   2052     9    -4    35    13
      659   4403  23464  11   3   2  10        8    4   21    1  'CH'   2065     9    -4    35    15
      660   4405  23488  11   3   3   0        8    4   27    1  'EM'   1849     9    -4    36     1
      661   4406  23492  11   3   3   1        8    4   29    1  'EM'   1873     9    -4    36     2
      662   4409  23504  11   3   3   4        8    4   35    1  'EM'   1966     9    -4    36     3
      663   4410  23508  11   3   3   5        8    4   37    1  'EM'   1944     9    -4    36     4
      664   4407  23496  11   3   3   2        8    4   31    1  'EM'   1921     9    -4    36     5
      665   4408  23500  11   3   3   3        8    4   33    1  'EM'   1897     9    -4    36     6
      666   4411  23512  11   3   3   6        8    4   39    1  'EM'   1988     9    -4    36     7
      667   4412  23516  11   3   3   7        8    4   41    1  'FH'   2009     9    -4    36    11
      668   4413  23520  11   3   3   8        8    4   43    1  'FH'   2028     9    -4    36    12
      669   4414  23524  11   3   3   9        8    4   45    1  'FH'   2045     9    -4    36    13
      670   3536  18844   9   1   2   7        7   16   15    1  'FH'   1791    10    -4    37    11
      671   3537  18848   9   1   2   8        7   16   17    1  'FH'   1809    10    -4    37    12
      672   3538  18852   9   1   2   9        7   16   19    1  'FH'   1825    10    -4    37    13
      673   4391  23400  11   3   1  10        8    3   47    1  'CH'   2059     5    -3    28    15
      674   3505  18688   9   1   0   0        7   15    1    1  'EM'   1627     6    -3    29     1
      675   3506  18692   9   1   0   1        7   15    3    1  'EM'   1651     6    -3    29     2
      676   3509  18704   9   1   0   4        7   15    9    1  'EM'   1722     6    -3    29     3
      677   3510  18708   9   1   0   5        7   15   11    1  'EM'   1744     6    -3    29     4
      678   3507  18696   9   1   0   2        7   15    5    1  'EM'   1675     6    -3    29     5
      679   3508  18700   9   1   0   3        7   15    7    1  'EM'   1699     6    -3    29     6
      680   3511  18712   9   1   0   6        7   15   13    1  'EM'   1766     6    -3    29     7
      681   3515  18728   9   1   0  10        7   15   21    1  'CH'   1837     6    -3    29    15
      682   3517  18752   9   1   1   0        7   15   27    1  'EM'   1622     6    -3    30     1
      683   3518  18756   9   1   1   1        7   15   29    1  'EM'   1646     6    -3    30     2
      684   3521  18768   9   1   1   4        7   15   35    1  'EM'   1739     6    -3    30     3
      685   3522  18772   9   1   1   5        7   15   37    1  'EM'   1717     6    -3    30     4
      686   3519  18760   9   1   1   2        7   15   31    1  'EM'   1694     6    -3    30     5
      687   3520  18764   9   1   1   3        7   15   33    1  'EM'   1670     6    -3    30     6
      688   3523  18776   9   1   1   6        7   15   39    1  'EM'   1761     6    -3    30     7
      689   3524  18780   9   1   1   7        7   15   41    1  'FH'   1777     6    -3    30    11
      690   3525  18784   9   1   1   8        7   15   43    1  'FH'   1797     6    -3    30    12
      691   3526  18788   9   1   1   9        7   15   45    1  'FH'   1815     6    -3    30    13
      692   3527  18792   9   1   1  10        7   15   47    1  'CH'   1832     6    -3    30    15
      693   3793  20224   9   7   0   0        7    3    1    1  'EM'   1399     7    -3    31     1
      694   3794  20228   9   7   0   1        7    3    3    1  'EM'   1423     7    -3    31     2
      695   3797  20240   9   7   0   4        7    3    9    1  'EM'   1494     7    -3    31     3
      696   3798  20244   9   7   0   5        7    3   11    1  'EM'   1516     7    -3    31     4
      697   3795  20232   9   7   0   2        7    3    5    1  'EM'   1447     7    -3    31     5
      698   3796  20236   9   7   0   3        7    3    7    1  'EM'   1471     7    -3    31     6
      699   3799  20248   9   7   0   6        7    3   13    1  'EM'   1538     7    -3    31     7
      700   3800  20252   9   7   0   7        7    3   15    1  'FH'   1559     7    -3    31    11
      701   3801  20256   9   7   0   8        7    3   17    1  'FH'   1578     7    -3    31    12
      702   3802  20260   9   7   0   9        7    3   19    1  'FH'   1595     7    -3    31    13
      703   3803  20264   9   7   0  10        7    3   21    1  'CH'   1610     7    -3    31    15
      704   3805  20288   9   7   1   0        7    3   27    1  'EM'   1394     7    -3    32     1
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

      705   3806  20292   9   7   1   1        7    3   29    1  'EM'   1418     7    -3    32     2
      706   3809  20304   9   7   1   4        7    3   35    1  'EM'   1511     7    -3    32     3
      707   3810  20308   9   7   1   5        7    3   37    1  'EM'   1489     7    -3    32     4
      708   3807  20296   9   7   1   2        7    3   31    1  'EM'   1466     7    -3    32     5
      709   3808  20300   9   7   1   3        7    3   33    1  'EM'   1442     7    -3    32     6
      710   3811  20312   9   7   1   6        7    3   39    1  'EM'   1533     7    -3    32     7
      711   3812  20316   9   7   1   7        7    3   41    1  'FH'   1554     7    -3    32    11
      712   3813  20320   9   7   1   8        7    3   43    1  'FH'   1573     7    -3    32    12
      713   3814  20324   9   7   1   9        7    3   45    1  'FH'   1590     7    -3    32    13
      714   3815  20328   9   7   1  10        7    3   47    1  'CH'   1603     7    -3    32    15
      715   4081  21760  10   5   0   0        8   15    1    1  'EM'   2083     8    -3    33     1
      716   4082  21764  10   5   0   1        8   15    3    1  'EM'   2107     8    -3    33     2
      717   4085  21776  10   5   0   4        8   15    9    1  'EM'   2178     8    -3    33     3
      718   4086  21780  10   5   0   5        8   15   11    1  'EM'   2200     8    -3    33     4
      719   4083  21768  10   5   0   2        8   15    5    1  'EM'   2131     8    -3    33     5
      720   4084  21772  10   5   0   3        8   15    7    1  'EM'   2155     8    -3    33     6
      721   4087  21784  10   5   0   6        8   15   13    1  'EM'   2222     8    -3    33     7
      722   4088  21788  10   5   0   7        8   15   15    1  'FH'   2248     8    -3    33    11
      723   4089  21792  10   5   0   8        8   15   17    1  'FH'   2266     8    -3    33    12
      724   4090  21796  10   5   0   9        8   15   19    1  'FH'   2282     8    -3    33    13
      725   4091  21800  10   5   0  10        8   15   21    1  'CH'   2293     8    -3    33    15
      726   4093  21824  10   5   1   0        8   15   27    1  'EM'   2078     8    -3    34     1
      727   4094  21828  10   5   1   1        8   15   29    1  'EM'   2102     8    -3    34     2
      728   4097  21840  10   5   1   4        8   15   35    1  'EM'   2195     8    -3    34     3
      729   4098  21844  10   5   1   5        8   15   37    1  'EM'   2173     8    -3    34     4
      730   4095  21832  10   5   1   2        8   15   31    1  'EM'   2150     8    -3    34     5
      731   4096  21836  10   5   1   3        8   15   33    1  'EM'   2126     8    -3    34     6
      732   4099  21848  10   5   1   6        8   15   39    1  'EM'   2217     8    -3    34     7
      733   4100  21852  10   5   1   7        8   15   41    1  'FH'   2233     8    -3    34    11
      734   4101  21856  10   5   1   8        8   15   43    1  'FH'   2253     8    -3    34    12
      735   4102  21860  10   5   1   9        8   15   45    1  'FH'   2271     8    -3    34    13
      736   4103  21864  10   5   1  10        8   15   47    1  'CH'   2288     8    -3    34    15
      737   4369  23296  11   3   0   0        8    3    1    1  'EM'   1855     9    -3    35     1
      738   4370  23300  11   3   0   1        8    3    3    1  'EM'   1879     9    -3    35     2
      739   4373  23312  11   3   0   4        8    3    9    1  'EM'   1950     9    -3    35     3
      740   4374  23316  11   3   0   5        8    3   11    1  'EM'   1972     9    -3    35     4
      741   4371  23304  11   3   0   2        8    3    5    1  'EM'   1903     9    -3    35     5
      742   4372  23308  11   3   0   3        8    3    7    1  'EM'   1927     9    -3    35     6
      743   4375  23320  11   3   0   6        8    3   13    1  'EM'   1994     9    -3    35     7
      744   4376  23324  11   3   0   7        8    3   15    1  'FH'   2015     9    -3    35    11
      745   4377  23328  11   3   0   8        8    3   17    1  'FH'   2034     9    -3    35    12
      746   4378  23332  11   3   0   9        8    3   19    1  'FH'   2051     9    -3    35    13
      747   4379  23336  11   3   0  10        8    3   21    1  'CH'   2066     9    -3    35    15
      748   4381  23360  11   3   1   0        8    3   27    1  'EM'   1850     9    -3    36     1
      749   4382  23364  11   3   1   1        8    3   29    1  'EM'   1874     9    -3    36     2
      750   4385  23376  11   3   1   4        8    3   35    1  'EM'   1967     9    -3    36     3
      751   4386  23380  11   3   1   5        8    3   37    1  'EM'   1945     9    -3    36     4
      752   4383  23368  11   3   1   2        8    3   31    1  'EM'   1922     9    -3    36     5
      753   4384  23372  11   3   1   3        8    3   33    1  'EM'   1898     9    -3    36     6
      754   4387  23384  11   3   1   6        8    3   39    1  'EM'   1989     9    -3    36     7
      755   4388  23388  11   3   1   7        8    3   41    1  'FH'   2010     9    -3    36    11
      756   4389  23392  11   3   1   8        8    3   43    1  'FH'   2029     9    -3    36    12
      757   4390  23396  11   3   1   9        8    3   45    1  'FH'   2046     9    -3    36    13
      758   3512  18716   9   1   0   7        7   15   15    1  'FH'   1792    10    -3    37    11
      759   3513  18720   9   1   0   8        7   15   17    1  'FH'   1810    10    -3    37    12
      760   3514  18724   9   1   0   9        7   15   19    1  'FH'   1826    10    -3    37    13
      761   4367  23272  11   2   3  10        8    2   47    1  'CH'   2058     5    -2    28    15
      762   3481  18560   9   0   2   0        7   14    1    1  'EM'   1626     6    -2    29     1
      763   3482  18564   9   0   2   1        7   14    3    1  'EM'   1650     6    -2    29     2
      764   3485  18576   9   0   2   4        7   14    9    1  'EM'   1721     6    -2    29     3
      765   3486  18580   9   0   2   5        7   14   11    1  'EM'   1743     6    -2    29     4
      766   3483  18568   9   0   2   2        7   14    5    1  'EM'   1674     6    -2    29     5
      767   3484  18572   9   0   2   3        7   14    7    1  'EM'   1698     6    -2    29     6
      768   3487  18584   9   0   2   6        7   14   13    1  'EM'   1765     6    -2    29     7
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

      769   3491  18600   9   0   2  10        7   14   21    1  'CH'   1836     6    -2    29    15
      770   3493  18624   9   0   3   0        7   14   27    1  'EM'   1623     6    -2    30     1
      771   3494  18628   9   0   3   1        7   14   29    1  'EM'   1647     6    -2    30     2
      772   3497  18640   9   0   3   4        7   14   35    1  'EM'   1740     6    -2    30     3
      773   3498  18644   9   0   3   5        7   14   37    1  'EM'   1718     6    -2    30     4
      774   3495  18632   9   0   3   2        7   14   31    1  'EM'   1695     6    -2    30     5
      775   3496  18636   9   0   3   3        7   14   33    1  'EM'   1671     6    -2    30     6
      776   3499  18648   9   0   3   6        7   14   39    1  'EM'   1762     6    -2    30     7
      777   3500  18652   9   0   3   7        7   14   41    1  'FH'   1776     6    -2    30    11
      778   3501  18656   9   0   3   8        7   14   43    1  'FH'   1796     6    -2    30    12
      779   3502  18660   9   0   3   9        7   14   45    1  'FH'   1814     6    -2    30    13
      780   3503  18664   9   0   3  10        7   14   47    1  'CH'   1833     6    -2    30    15
      781   3769  20096   9   6   2   0        7    2    1    1  'EM'   1398     7    -2    31     1
      782   3770  20100   9   6   2   1        7    2    3    1  'EM'   1422     7    -2    31     2
      783   3773  20112   9   6   2   4        7    2    9    1  'EM'   1493     7    -2    31     3
      784   3774  20116   9   6   2   5        7    2   11    1  'EM'   1515     7    -2    31     4
      785   3771  20104   9   6   2   2        7    2    5    1  'EM'   1446     7    -2    31     5
      786   3772  20108   9   6   2   3        7    2    7    1  'EM'   1470     7    -2    31     6
      787   3775  20120   9   6   2   6        7    2   13    1  'EM'   1537     7    -2    31     7
      788   3776  20124   9   6   2   7        7    2   15    1  'FH'   1558     7    -2    31    11
      789   3777  20128   9   6   2   8        7    2   17    1  'FH'   1577     7    -2    31    12
      790   3778  20132   9   6   2   9        7    2   19    1  'FH'   1594     7    -2    31    13
      791   3779  20136   9   6   2  10        7    2   21    1  'CH'   1611     7    -2    31    15
      792   3781  20160   9   6   3   0        7    2   27    1  'EM'   1395     7    -2    32     1
      793   3782  20164   9   6   3   1        7    2   29    1  'EM'   1419     7    -2    32     2
      794   3785  20176   9   6   3   4        7    2   35    1  'EM'   1512     7    -2    32     3
      795   3786  20180   9   6   3   5        7    2   37    1  'EM'   1490     7    -2    32     4
      796   3783  20168   9   6   3   2        7    2   31    1  'EM'   1467     7    -2    32     5
      797   3784  20172   9   6   3   3        7    2   33    1  'EM'   1443     7    -2    32     6
      798   3787  20184   9   6   3   6        7    2   39    1  'EM'   1534     7    -2    32     7
      799   3788  20188   9   6   3   7        7    2   41    1  'FH'   1555     7    -2    32    11
      800   3789  20192   9   6   3   8        7    2   43    1  'FH'   1574     7    -2    32    12
      801   3790  20196   9   6   3   9        7    2   45    1  'FH'   1591     7    -2    32    13
      802   3791  20200   9   6   3  10        7    2   47    1  'CH'   1602     7    -2    32    15
      803   4057  21632  10   4   2   0        8   14    1    1  'EM'   2082     8    -2    33     1
      804   4058  21636  10   4   2   1        8   14    3    1  'EM'   2106     8    -2    33     2
      805   4061  21648  10   4   2   4        8   14    9    1  'EM'   2177     8    -2    33     3
      806   4062  21652  10   4   2   5        8   14   11    1  'EM'   2199     8    -2    33     4
      807   4059  21640  10   4   2   2        8   14    5    1  'EM'   2130     8    -2    33     5
      808   4060  21644  10   4   2   3        8   14    7    1  'EM'   2154     8    -2    33     6
      809   4063  21656  10   4   2   6        8   14   13    1  'EM'   2221     8    -2    33     7
      810   4064  21660  10   4   2   7        8   14   15    1  'FH'   2249     8    -2    33    11
      811   4065  21664  10   4   2   8        8   14   17    1  'FH'   2267     8    -2    33    12
      812   4066  21668  10   4   2   9        8   14   19    1  'FH'   2283     8    -2    33    13
      813   4067  21672  10   4   2  10        8   14   21    1  'CH'   2292     8    -2    33    15
      814   4069  21696  10   4   3   0        8   14   27    1  'EM'   2079     8    -2    34     1
      815   4070  21700  10   4   3   1        8   14   29    1  'EM'   2103     8    -2    34     2
      816   4073  21712  10   4   3   4        8   14   35    1  'EM'   2196     8    -2    34     3
      817   4074  21716  10   4   3   5        8   14   37    1  'EM'   2174     8    -2    34     4
      818   4071  21704  10   4   3   2        8   14   31    1  'EM'   2151     8    -2    34     5
      819   4072  21708  10   4   3   3        8   14   33    1  'EM'   2127     8    -2    34     6
      820   4075  21720  10   4   3   6        8   14   39    1  'EM'   2218     8    -2    34     7
      821   4076  21724  10   4   3   7        8   14   41    1  'FH'   2232     8    -2    34    11
      822   4077  21728  10   4   3   8        8   14   43    1  'FH'   2252     8    -2    34    12
      823   4078  21732  10   4   3   9        8   14   45    1  'FH'   2270     8    -2    34    13
      824   4079  21736  10   4   3  10        8   14   47    1  'CH'   2289     8    -2    34    15
      825   4345  23168  11   2   2   0        8    2    1    1  'EM'   1854     9    -2    35     1
      826   4346  23172  11   2   2   1        8    2    3    1  'EM'   1878     9    -2    35     2
      827   4349  23184  11   2   2   4        8    2    9    1  'EM'   1949     9    -2    35     3
      828   4350  23188  11   2   2   5        8    2   11    1  'EM'   1971     9    -2    35     4
      829   4347  23176  11   2   2   2        8    2    5    1  'EM'   1902     9    -2    35     5
      830   4348  23180  11   2   2   3        8    2    7    1  'EM'   1926     9    -2    35     6
      831   4351  23192  11   2   2   6        8    2   13    1  'EM'   1993     9    -2    35     7
      832   4352  23196  11   2   2   7        8    2   15    1  'FH'   2014     9    -2    35    11
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

      833   4353  23200  11   2   2   8        8    2   17    1  'FH'   2033     9    -2    35    12
      834   4354  23204  11   2   2   9        8    2   19    1  'FH'   2050     9    -2    35    13
      835   4355  23208  11   2   2  10        8    2   21    1  'CH'   2067     9    -2    35    15
      836   4357  23232  11   2   3   0        8    2   27    1  'EM'   1851     9    -2    36     1
      837   4358  23236  11   2   3   1        8    2   29    1  'EM'   1875     9    -2    36     2
      838   4361  23248  11   2   3   4        8    2   35    1  'EM'   1968     9    -2    36     3
      839   4362  23252  11   2   3   5        8    2   37    1  'EM'   1946     9    -2    36     4
      840   4359  23240  11   2   3   2        8    2   31    1  'EM'   1923     9    -2    36     5
      841   4360  23244  11   2   3   3        8    2   33    1  'EM'   1899     9    -2    36     6
      842   4363  23256  11   2   3   6        8    2   39    1  'EM'   1990     9    -2    36     7
      843   4364  23260  11   2   3   7        8    2   41    1  'FH'   2011     9    -2    36    11
      844   4365  23264  11   2   3   8        8    2   43    1  'FH'   2030     9    -2    36    12
      845   4366  23268  11   2   3   9        8    2   45    1  'FH'   2047     9    -2    36    13
      846   3488  18588   9   0   2   7        7   14   15    1  'FH'   1793    10    -2    37    11
      847   3489  18592   9   0   2   8        7   14   17    1  'FH'   1811    10    -2    37    12
      848   3490  18596   9   0   2   9        7   14   19    1  'FH'   1827    10    -2    37    13
      849   4343  23144  11   2   1  10        8    1   47    1  'CH'   2057     5    -1    28    15
      850   3457  18432   9   0   0   0        7   13    1    1  'EM'   1625     6    -1    29     1
      851   3458  18436   9   0   0   1        7   13    3    1  'EM'   1649     6    -1    29     2
      852   3461  18448   9   0   0   4        7   13    9    1  'EM'   1720     6    -1    29     3
      853   3462  18452   9   0   0   5        7   13   11    1  'EM'   1742     6    -1    29     4
      854   3459  18440   9   0   0   2        7   13    5    1  'EM'   1673     6    -1    29     5
      855   3460  18444   9   0   0   3        7   13    7    1  'EM'   1697     6    -1    29     6
      856   3463  18456   9   0   0   6        7   13   13    1  'EM'   1764     6    -1    29     7
      857   3467  18472   9   0   0  10        7   13   21    1  'CH'   1835     6    -1    29    15
      858   3469  18496   9   0   1   0        7   13   27    1  'EM'   1624     6    -1    30     1
      859   3470  18500   9   0   1   1        7   13   29    1  'EM'   1648     6    -1    30     2
      860   3473  18512   9   0   1   4        7   13   35    1  'EM'   1741     6    -1    30     3
      861   3474  18516   9   0   1   5        7   13   37    1  'EM'   1719     6    -1    30     4
      862   3471  18504   9   0   1   2        7   13   31    1  'EM'   1696     6    -1    30     5
      863   3472  18508   9   0   1   3        7   13   33    1  'EM'   1672     6    -1    30     6
      864   3475  18520   9   0   1   6        7   13   39    1  'EM'   1763     6    -1    30     7
      865   3476  18524   9   0   1   7        7   13   41    1  'FH'   1775     6    -1    30    11
      866   3477  18528   9   0   1   8        7   13   43    1  'FH'   1795     6    -1    30    12
      867   3478  18532   9   0   1   9        7   13   45    1  'FH'   1813     6    -1    30    13
      868   3479  18536   9   0   1  10        7   13   47    1  'CH'   1834     6    -1    30    15
      869   3745  19968   9   6   0   0        7    1    1    1  'EM'   1397     7    -1    31     1
      870   3746  19972   9   6   0   1        7    1    3    1  'EM'   1421     7    -1    31     2
      871   3749  19984   9   6   0   4        7    1    9    1  'EM'   1492     7    -1    31     3
      872   3750  19988   9   6   0   5        7    1   11    1  'EM'   1514     7    -1    31     4
      873   3747  19976   9   6   0   2        7    1    5    1  'EM'   1445     7    -1    31     5
      874   3748  19980   9   6   0   3        7    1    7    1  'EM'   1469     7    -1    31     6
      875   3751  19992   9   6   0   6        7    1   13    1  'EM'   1536     7    -1    31     7
      876   3752  19996   9   6   0   7        7    1   15    1  'FH'   1557     7    -1    31    11
      877   3753  20000   9   6   0   8        7    1   17    1  'FH'   1576     7    -1    31    12
      878   3754  20004   9   6   0   9        7    1   19    1  'FH'   1593     7    -1    31    13
      879   3755  20008   9   6   0  10        7    1   21    1  'CH'   1612     7    -1    31    15
      880   3757  20032   9   6   1   0        7    1   27    1  'EM'   1396     7    -1    32     1
      881   3758  20036   9   6   1   1        7    1   29    1  'EM'   1420     7    -1    32     2
      882   3761  20048   9   6   1   4        7    1   35    1  'EM'   1513     7    -1    32     3
      883   3762  20052   9   6   1   5        7    1   37    1  'EM'   1491     7    -1    32     4
      884   3759  20040   9   6   1   2        7    1   31    1  'EM'   1468     7    -1    32     5
      885   3760  20044   9   6   1   3        7    1   33    1  'EM'   1444     7    -1    32     6
      886   3763  20056   9   6   1   6        7    1   39    1  'EM'   1535     7    -1    32     7
      887   3764  20060   9   6   1   7        7    1   41    1  'FH'   1556     7    -1    32    11
      888   3765  20064   9   6   1   8        7    1   43    1  'FH'   1575     7    -1    32    12
      889   3766  20068   9   6   1   9        7    1   45    1  'FH'   1592     7    -1    32    13
      890   3767  20072   9   6   1  10        7    1   47    1  'CH'   1601     7    -1    32    15
      891   4033  21504  10   4   0   0        8   13    1    1  'EM'   2081     8    -1    33     1
      892   4034  21508  10   4   0   1        8   13    3    1  'EM'   2105     8    -1    33     2
      893   4037  21520  10   4   0   4        8   13    9    1  'EM'   2176     8    -1    33     3
      894   4038  21524  10   4   0   5        8   13   11    1  'EM'   2198     8    -1    33     4
      895   4035  21512  10   4   0   2        8   13    5    1  'EM'   2129     8    -1    33     5
      896   4036  21516  10   4   0   3        8   13    7    1  'EM'   2153     8    -1    33     6
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

      897   4039  21528  10   4   0   6        8   13   13    1  'EM'   2220     8    -1    33     7
      898   4040  21532  10   4   0   7        8   13   15    1  'FH'   2250     8    -1    33    11
      899   4041  21536  10   4   0   8        8   13   17    1  'FH'   2268     8    -1    33    12
      900   4042  21540  10   4   0   9        8   13   19    1  'FH'   2284     8    -1    33    13
      901   4043  21544  10   4   0  10        8   13   21    1  'CH'   2291     8    -1    33    15
      902   4045  21568  10   4   1   0        8   13   27    1  'EM'   2080     8    -1    34     1
      903   4046  21572  10   4   1   1        8   13   29    1  'EM'   2104     8    -1    34     2
      904   4049  21584  10   4   1   4        8   13   35    1  'EM'   2197     8    -1    34     3
      905   4050  21588  10   4   1   5        8   13   37    1  'EM'   2175     8    -1    34     4
      906   4047  21576  10   4   1   2        8   13   31    1  'EM'   2152     8    -1    34     5
      907   4048  21580  10   4   1   3        8   13   33    1  'EM'   2128     8    -1    34     6
      908   4051  21592  10   4   1   6        8   13   39    1  'EM'   2219     8    -1    34     7
      909   4052  21596  10   4   1   7        8   13   41    1  'FH'   2231     8    -1    34    11
      910   4053  21600  10   4   1   8        8   13   43    1  'FH'   2251     8    -1    34    12
      911   4054  21604  10   4   1   9        8   13   45    1  'FH'   2269     8    -1    34    13
      912   4055  21608  10   4   1  10        8   13   47    1  'CH'   2290     8    -1    34    15
      913   4321  23040  11   2   0   0        8    1    1    1  'EM'   1853     9    -1    35     1
      914   4322  23044  11   2   0   1        8    1    3    1  'EM'   1877     9    -1    35     2
      915   4325  23056  11   2   0   4        8    1    9    1  'EM'   1948     9    -1    35     3
      916   4326  23060  11   2   0   5        8    1   11    1  'EM'   1970     9    -1    35     4
      917   4323  23048  11   2   0   2        8    1    5    1  'EM'   1901     9    -1    35     5
      918   4324  23052  11   2   0   3        8    1    7    1  'EM'   1925     9    -1    35     6
      919   4327  23064  11   2   0   6        8    1   13    1  'EM'   1992     9    -1    35     7
      920   4328  23068  11   2   0   7        8    1   15    1  'FH'   2013     9    -1    35    11
      921   4329  23072  11   2   0   8        8    1   17    1  'FH'   2032     9    -1    35    12
      922   4330  23076  11   2   0   9        8    1   19    1  'FH'   2049     9    -1    35    13
      923   4331  23080  11   2   0  10        8    1   21    1  'CH'   2068     9    -1    35    15
      924   4333  23104  11   2   1   0        8    1   27    1  'EM'   1852     9    -1    36     1
      925   4334  23108  11   2   1   1        8    1   29    1  'EM'   1876     9    -1    36     2
      926   4337  23120  11   2   1   4        8    1   35    1  'EM'   1969     9    -1    36     3
      927   4338  23124  11   2   1   5        8    1   37    1  'EM'   1947     9    -1    36     4
      928   4335  23112  11   2   1   2        8    1   31    1  'EM'   1924     9    -1    36     5
      929   4336  23116  11   2   1   3        8    1   33    1  'EM'   1900     9    -1    36     6
      930   4339  23128  11   2   1   6        8    1   39    1  'EM'   1991     9    -1    36     7
      931   4340  23132  11   2   1   7        8    1   41    1  'FH'   2012     9    -1    36    11
      932   4341  23136  11   2   1   8        8    1   43    1  'FH'   2031     9    -1    36    12
      933   4342  23140  11   2   1   9        8    1   45    1  'FH'   2048     9    -1    36    13
      934   3464  18460   9   0   0   7        7   13   15    1  'FH'   1794    10    -1    37    11
      935   3465  18464   9   0   0   8        7   13   17    1  'FH'   1812    10    -1    37    12
      936   3466  18468   9   0   0   9        7   13   19    1  'FH'   1828    10    -1    37    13
      937   2315  12328   6   0   0  10        5    1   21    1  'CH'    660    26     1    28    15
      938   3181  16960   8   2   1   0        6   13   27    1  'EM'   1158    25     1    29     1
      939   3182  16964   8   2   1   1        6   13   29    1  'EM'   1182    25     1    29     2
      940   3184  16972   8   2   1   3        6   13   33    1  'EM'   1206    25     1    29     3
      941   3183  16968   8   2   1   2        6   13   31    1  'EM'   1230    25     1    29     4
      942   3186  16980   8   2   1   5        6   13   37    1  'EM'   1253    25     1    29     5
      943   3185  16976   8   2   1   4        6   13   35    1  'EM'   1275    25     1    29     6
      944   3187  16984   8   2   1   6        6   13   39    1  'EM'   1297    25     1    29     7
